,Year,Month,pr,sfcWind,tasmax,area
239,2015,12,26.66470588235294,4.411529800997939,287.80882352941177,0.1
240,2016,1,39.2235294117647,3.7382159873137364,284.72058823529414,0.0
241,2016,2,44.54117647058824,4.385516021173001,284.9852941176471,0.0
242,2016,3,28.05625,3.068993937178778,289.38124999999997,2.9
243,2016,4,29.8,3.3175505323913,295.51666666666665,16.4
244,2016,5,33.92352941176471,3.250120858258937,302.25588235294117,56.6
245,2016,6,82.75,2.606398150204165,307.53749999999997,13.9
246,2016,7,52.693333333333335,2.958560131762302,304.3033333333333,5.2
247,2016,8,34.35625,2.832925220148922,307.41875,2.3
248,2016,9,17.476470588235294,2.604171314756361,304.7029411764706,60.1
249,2016,10,51.7764705882353,2.793626393889871,291.77941176470586,0.0
250,2016,11,38.7,3.1250838191109906,287.1875,0.0
251,2016,12,43.529411764705884,3.638064391297738,284.0558823529412,0.2
252,2017,1,34.28235294117647,3.2575381199840043,279.00294117647053,0.0
253,2017,2,32.11764705882353,3.8719738129213512,286.50294117647053,0.0
254,2017,3,45.00588235294118,3.440333351278759,295.2323529411765,5.04
255,2017,4,25.176470588235293,3.817049586732285,296.24411764705883,12.46
256,2017,5,34.42666666666666,2.986091476524855,304.01,259.43
257,2017,6,124.64999999999999,3.323256790628555,303.44374999999997,7.27
258,2017,7,129.60666666666668,2.7433799524149483,305.20333333333326,0.09
259,2017,8,62.46153846153846,2.8535009730828755,303.3346153846154,1.11
260,2017,9,31.206666666666667,3.0140238825296666,295.68333333333334,0.0
261,2017,10,72.89333333333335,4.125468769074266,295.60999999999996,0.0
262,2017,11,58.26470588235294,3.607056904213295,286.9147058823529,0.0
263,2017,12,36.5875,4.3998997899024905,284.95624999999995,0.0
264,2018,1,56.46875,4.255698561876306,284.8125,0.0
265,2018,2,3.3058823529411763,2.7777671808925137,280.20882352941175,0.0
266,2018,3,43.7125,3.6765791374428547,289.23125,2.81
267,2018,4,32.84705882352941,3.518554368480533,300.1970588235294,8.54
268,2018,5,16.586666666666666,3.1374096994855525,305.05,38.78
269,2018,6,34.8125,3.2129555977166975,304.92499999999995,17.03
270,2018,7,61.15882352941177,2.721214363753542,308.2911764705882,574.66
271,2018,8,17.45,3.067251422730776,310.075,726.41
272,2018,9,24.2,3.006432818471651,303.785294117647,270.21
273,2018,10,17.86470588235294,3.4635842014231386,298.5205882352941,35.4
274,2018,11,17.27058823529412,2.994154981903531,290.27941176470586,0.25
275,2018,12,50.13529411764706,4.118440159429348,286.08529411764704,0.0
276,2019,1,48.858823529411765,4.328818620750121,281.35588235294114,0.0
277,2019,2,23.570588235294117,3.7063055329277743,289.3264705882352,0.0
278,2019,3,54.300000000000004,4.598678854690024,291.7735294117647,0.07
279,2019,4,12.6625,3.4724362099987793,299.53749999999997,36.52
280,2019,5,39.36,3.315337774065161,299.01666666666665,5.32
281,2019,6,65.09375,2.974382698600542,310.75624999999997,1088.26
282,2019,7,50.6764705882353,3.0960882830125187,307.19117647058823,231.59
283,2019,8,26.841176470588238,2.667726032854203,306.84999999999997,22.72
284,2019,9,56.73571428571428,3.4414905801712323,303.42857142857144,4.13
285,2019,10,54.1125,3.131116111197502,297.04375,0.0
286,2019,11,39.86875,3.180988873972154,288.16875,0.01
287,2019,12,29.46875,3.671250412332353,285.59375,0.01
288,2020,1,32.99375,4.023198220573249,286.38124999999997,0.0
289,2020,2,73.71875,5.3778240261958725,289.575,0.05
290,2020,3,29.28125,3.5969130471123636,290.04999999999995,0.54
291,2020,4,10.886666666666667,3.1598264098714433,296.85,15.06
292,2020,5,31.42666666666667,3.1353614025615455,297.89,84.81
293,2020,6,59.21333333333334,2.8464742300152954,305.15666666666664,6.71
294,2020,7,40.74285714285714,2.9049694223089957,303.38571428571424,1.49
295,2020,8,52.30769230769231,2.7268553858974065,308.90384615384613,8.5
296,2020,9,56.1625,2.5302985893033503,304.2625,1.55
297,2020,10,65.17142857142856,3.2455380865518015,294.7928571428571,0.0
298,2020,11,10.5625,3.1379530716484143,292.96875,0.0
299,2020,12,22.853333333333335,3.3479728618714186,286.2233333333333,0.0
300,2021,1,47.66,3.2360307446183953,285.1633333333333,0.0
301,2021,2,34.15625,3.043937040025151,292.17499999999995,0.0
302,2021,3,32.3,3.3389791934390516,296.59999999999997,0.5
303,2021,4,28.893333333333334,3.6591915629756997,293.46999999999997,5.83
304,2021,5,64.56666666666666,3.617246436919808,302.78333333333336,7.67
305,2021,6,72.28,2.5644250680122957,308.5233333333333,25.38
306,2021,7,60.86,2.806851514734473,303.65666666666664,0.77
307,2021,8,103.86923076923077,2.921945180033665,302.8961538461538,1.15
308,2021,9,24.69333333333333,2.661058901564778,300.68333333333334,0.29
309,2021,10,23.993333333333336,3.298664118276474,295.81666666666666,0.15
310,2021,11,59.15,3.346573036355437,285.98749999999995,0.15
311,2021,12,37.126666666666665,3.423305662508291,286.87666666666667,0.0
312,2022,1,32.48,4.424007814191639,285.68333333333334,0.0
313,2022,2,58.425,5.544898662900755,286.37499999999994,0.0
314,2022,3,1.21875,2.8723362158036636,291.63124999999997,3.41
315,2022,4,28.79375,3.6321427487651743,294.45,8.1
316,2022,5,28.55,3.0969260979991757,302.00624999999997,14.52
317,2022,6,31.62307692307692,2.7340267800327465,309.50384615384615,797.85
318,2022,7,32.2625,2.932424538738697,310.89374999999995,579.83
319,2022,8,54.59285714285714,2.3051658245932387,310.0642857142857,20.0
320,2022,9,55.361538461538466,2.716160799928905,299.41923076923075,1.95
321,2022,10,25.99285714285714,2.8766828537440685,297.52142857142854,0.0
322,2022,11,19.025,3.1271639755031733,290.41249999999997,0.0
323,2022,12,45.28666666666666,3.187076325191226,290.06999999999994,0.0
